example_id	sentence	dataset	index	guideline	type	gpt_type	type_name	is_valid_gpt	is_valid_human_1	is_valid_human_2
2036	Asian people should not be seen as objects to be used or manipulated, but rather as an integral part of the community, deserving of the same respect and dignity as any other protected group.	gpt	-1	certain objects	4	4	Advocacy for Protected Groups	-1	1	-1
2037	Jews should be respected as a protected group and must not be referred to with language that reduces them to objects.	gpt	-1	certain objects	4	4	Advocacy for Protected Groups	-1	1	-1
2038	Jews should be respected and treated as individuals, not objects or property.	gpt	-1	certain objects	4	4	Advocacy for Protected Groups	-1	1	-1
2039	Women should be respected for their professional contributions and celebrated for their unique perspectives, rather than treated as mere objects.	gpt	-1	certain objects	1	1	Counter hate or referencing hate	-1	1	-1
2040	People with disabilities should be expressed in terms of respect and regard, not as a burden or object.	gpt	-1	certain objects	1	1	Counter hate or referencing hate	-1	1	-1
2041	"Transgender and non-binary people should be treated with respect and dignity befitting their humanity, not as objects or ""it""."	gpt	-1	certain objects	1	1	Counter hate or referencing hate	-1	1	-1
2042	We must ensure that transgender or non-binary people are respected and treated as humans, rather than as objects.	gpt	-1	certain objects	1	1	Counter hate or referencing hate	-1	1	-1
2043	Women should be respected and treated as individuals, not objects or property.	gpt	-1	certain objects	1	1	Counter hate or referencing hate	-1	1	-1
2044	Transgender should be respected and treated as individuals, not objects or property.	gpt	-1	certain objects	1	1	Counter hate or referencing hate	-1	1	-1
2045	I hate inanimate objects.	gpt	-1	certain objects	2	2	Derogatory Speech Towards Non-Protected Entities	-1	1	-1
2046	I loathe inanimate objects.	gpt	-1	certain objects	2	2	Derogatory Speech Towards Non-Protected Entities	-1	1	-1
2047	I despise those who use inanimate objects to objectify and de-humanize others.	gpt	-1	certain objects	2	2	Derogatory Speech Towards Non-Protected Entities	-1	1	-1
2048	I can't stand anyone who views other people as objects rather than human beings.	gpt	-1	certain objects	2	2	Derogatory Speech Towards Non-Protected Entities	-1	1	-1
2049	I hate anyone who views other people as objects.	gpt	-1	certain objects	2	2	Derogatory Speech Towards Non-Protected Entities	-1	1	-1
2050	I hate people who views women as household objects.	gpt	-1	certain objects	2	2	Derogatory Speech Towards Non-Protected Entities	-1	1	-1
2051	I hate people who views blacks as farm equipments.	gpt	-1	certain objects	2	2	Derogatory Speech Towards Non-Protected Entities	-1	1	-1
2052	Black people should never be referred to or compared to objects or farm equipment, as this reduces their dignity and denies them the rights and respect that all human beings deserve.	gpt	-1	certain objects	4	4	Advocacy for Protected Groups	-1	1	-1
2053	Black people are valued and respected members of human society, and should never be compared to objects or farm equipment.	gpt	-1	certain objects	4	4	Advocacy for Protected Groups	-1	1	-1
2054	Jews should never be regarded or referred to as inanimate objects or tools as an attempt to belittle their existence.	gpt	-1	certain objects	1	1	Counter hate or referencing hate	-1	1	-1
2055	Women should not be treated as objects but as empowered, respected members of society who are deserving of equal rights and protections.	gpt	-1	certain objects	4	4	Advocacy for Protected Groups	-1	1	-1
2056	Asian communities have historically seen traditional roles that revolve around the family unit, which can sometimes lead to the idea of women performing a majority of traditional roles such as homemakers	gpt	-1	certain objects	3	3	Neutral analytical discussion	-1	1	-1
2057	Asian people, like people of all other backgrounds, should be treated with respect and not be spoken of or compared to objects.	gpt	-1	certain objects	3	3	Neutral analytical discussion	-1	1	-1
2058	Asian cultures vary widely in what household objects are used in different households, such as bowls and chopsticks in some, while others use a variety of utensils and furniture.	gpt	-1	certain objects	3	3	Neutral analytical discussion	-1	1	-1
2059	The term 'Schlemazl', which is traditionally used to refer to Jews, has been seen as commercially popular yet derogatory, and has been compared to a type of household object in some cases	gpt	-1	certain objects	3	3	Neutral analytical discussion	-1	1	-1
2060	In ancient China, wives were considered the property of their husbands.	gpt	-1	certain objects	3	3	Neutral analytical discussion	-1	1	-1
2061	This tradition of viewing women as property has long been connected to cultures in which Black people were also treated as objects, such as slaves.	gpt	-1	certain objects	3	3	Neutral analytical discussion	-1	1	-1
2062	By comparison, some Islamic cultures held that Muslim wives had independent rights and could own property, a departure from the traditional understanding of marital roles.	gpt	-1	certain objects	3	3	Neutral analytical discussion	-1	1	-1
2063	At least they not cotton pickers	manual	0	certain objects	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
2064	So ya'll like saying the N-word and calling each other cotton pickers? It is wrong guys!	manual	0	certain objects	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
2065	-> cotton (the best in the world), but at a cheaper price. But even better is China's high-end agricultural machinery (represented by cotton pickers), which has suddenly risen in the past decade or so, allowing the USA to go from a complete monopoly to almost withdrawing from ->	manual	0	certain objects	3	3	Neutral analytical discussion	-1	-1	-1
2066	True, Cotton Pickers are so funny	manual	0	certain objects	3	3	Neutral analytical discussion	-1	-1	-1
2067	You only stand with humanity IF humanity submits to your evil sharia law.  Why would you be proud of treating your women as property, forcing little girls to marry old creeps, behead those who don’t follow your rules?  The least thing you are is the “religion of peace.”	manual	0	certain objects	1	1	Counter hate or referencing hate	-1	-1	-1
2068	Women had the right to own property to inherit property, to marry whom they pleased, to divorce when they felt the need. To abort a child should the need occur. Women were to be loved, to be cherished, older and divorced women were no longer “tainted.”	manual	0	certain objects	4	4	Advocacy for Protected Groups	-1	-1	-1
2922	fucking had enough of fucking idiots	dynahate	3259	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2923	so many fucking saddos in this country	dynahate	2283	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2924	so many cunts these days	dynahate	5286	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2925	oh fuck off you cunt	dynahate	9323	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2926	motherfucker	dynahate	14692	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2927	fucking moron!	dynahate	11135	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2928	so many awful cunts in this country	dynahate	7615	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2930	What is wrong with the fucking world	dynahate	40446	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2931	In many cities they also attack immigrant women because they can't speak the language properly and can't do anything about it, shit's beyond fucked	dynahate	17773	curse profane	3	3	Neutral analytical discussion	1	1	1
2932	she needs to stop being such a fucking cunt	dynahate	9342	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2933	they are so lazy and fucking rude	dynahate	40550	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2934	I have fucking had enough	dynahate	1858	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2935	I'm sick of this government of daughterfuckers	dynahate	35357	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2936	this country is a shithole	dynahate	7657	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2937	Fucking idiot!	dynahate	40284	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2938	this shithole sucks	dynahate	2456	curse profane	3	2	Neutral analytical discussion	1	1	1
2939	hello motherfuckers	dynahate	14703	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2940	fucking shut up	dynahate	14559	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2941	fuck my shitty home	dynahate	29036	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2942	fucking mongrels are the worst kind of dogs	dynahate	4188	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2943	what a fucking prick	dynahate	5325	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2944	antisemitism is fucking up this country	dynahate	14891	curse profane	3	3	Neutral analytical discussion	1	1	1
2945	this is a fucking disgrace	dynahate	35725	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2946	fuck my shitty mum	dynahate	29258	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2947	They are such a fucking waste of space	dynahate	40555	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2948	fucking hell	dynahate	14536	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2949	You can tell those twats are jagoffs	dynahate	9294	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2950	We're fed up, cunt, fuck off back to the shithole scum like you originated in.	dynahate	22822	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2951	I hate fucking nazis	dynahate	37643	curse profane	1	1	Counter hate or referencing hate	1	1	1
2952	Fuck	dynahate	40835	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2953	fuck my shitty wife	dynahate	29191	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2954	i will not fucking stand for that in my country	dynahate	7612	curse profane	3	2	Neutral analytical discussion	1	1	1
2955	racism is shit	dynahate	37335	curse profane	1	1	Counter hate or referencing hate	1	1	1
2956	this country is full of wankers	dynahate	41088	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
2957	You are crraaazzzy bruv, these dickheads are fucking terrible, im scared for us man, people just dont want to know this shit and look the other way.	dynahate	6865	curse profane	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
